bioguide_id,full_name,aipac_direct_amount_2022,aipac_earmark_amount_2022,aipac_ie_support_2022,aipac_ie_against_opp_2022,aipac_ie_total_2022,aipac_total_2022,dmfi_direct_2022,dmfi_earmark_2022,dmfi_ie_support_2022,dmfi_ie_against_opp_2022,dmfi_ie_total_2022,dmfi_total_2022,aipac_supported_2022,dmfi_supported_2022
P000605,"Perry, Scott",0.0,35850.0,0.0,0.0,0.0,35850.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
P000607,"Pocan, Mark",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
P000608,"Peters, Scott H.",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
P000609,"Palmer, Gary J.",4100.0,25000.0,0.0,0.0,0.0,29100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
P000610,"Plaskett, Stacey E.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
P000613,"Panetta, Jimmy",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
P000614,"Pappas, Chris",4200.0,61048.0,0.0,0.0,0.0,65248.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
P000617,"Pressley, Ayanna",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
P000620,"Pettersen, Brittany",2900.0,11800.0,0.0,0.0,0.0,14700.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
P000621,"Pou, Nellie",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
P000622,"Patronis, Jimmy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Q000023,"Quigley, Mike",10000.0,15000.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000122,"Reed, Jack",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000305,"Ross, Deborah K.",7900.0,17000.0,0.0,0.0,0.0,24900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000395,"Rogers, Harold",2100.0,5800.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000575,"Rogers, Mike D.",2100.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000579,"Ryan, Patrick",5000.0,20950.0,0.0,0.0,0.0,25950.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000584,"Risch, James E.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000599,"Ruiz, Raul",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000600,"Radewagen, Aumua Amata Coleman",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000603,"Rouzer, David",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000605,"Rounds, Mike",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000606,"Raskin, Jamie",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000608,"Rosen, Jacky",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000609,"Rutherford, John H.",10000.0,12000.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000610,"Reschenthaler, Guy",2100.0,35200.0,0.0,0.0,0.0,37300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000612,"Rose, John W.",10000.0,13680.0,0.0,0.0,0.0,23680.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
R000614,"Roy, Chip",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000617,"Ramirez, Delia C.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000618,"Ricketts, Pete",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000619,"Rulli, Michael A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000620,"Rivas, Luz M.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000621,"Randall, Emily",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
R000622,"Riley, Josh",0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,0,1
S000033,"Sanders, Bernard",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S000148,"Schumer, Charles E.",2100.0,92450.0,0.0,0.0,0.0,94550.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S000168,"Salazar, Maria Elvira",10000.0,13156.0,0.0,0.0,0.0,23156.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S000185,"Scott, Robert C. ""Bobby""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S000250,"Sessions, Pete",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S000344,"Sherman, Brad",7900.0,0.0,0.0,0.0,0.0,7900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
S000510,"Smith, Adam",2100.0,15850.0,0.0,0.0,0.0,17950.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1,1
S000522,"Smith, Christopher H.",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S000929,"Spartz, Victoria",10000.0,13400.0,0.0,0.0,0.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001145,"Schakowsky, Janice D.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001148,"Simpson, Michael K.",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001150,"Schiff, Adam B.",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001156,"Sánchez, Linda T.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001157,"Scott, David",7900.0,38800.0,0.0,0.0,0.0,46700.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
S001159,"Strickland, Marilyn",4200.0,15150.0,0.0,0.0,0.0,19350.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001172,"Smith, Adrian",5000.0,350.0,0.0,0.0,0.0,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001176,"Scalise, Steve",7900.0,58960.0,0.0,0.0,0.0,66860.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001181,"Shaheen, Jeanne",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001183,"Schweikert, David",10000.0,25200.0,0.0,0.0,0.0,35200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001184,"Scott, Tim",7900.0,19400.0,0.0,0.0,0.0,27300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001185,"Sewell, Terri A.",7900.0,4850.0,0.0,0.0,0.0,12750.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001188,"Stutzman, Marlin A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001189,"Scott, Austin",7900.0,4250.0,0.0,0.0,0.0,12150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001190,"Schneider, Bradley Scott",4200.0,15260.0,0.0,0.0,0.0,19460.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
S001193,"Swalwell, Eric",7900.0,14000.0,0.0,0.0,0.0,21900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001194,"Schatz, Brian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001195,"Smith, Jason",10000.0,27550.0,0.0,0.0,0.0,37550.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001196,"Stefanik, Elise M.",4200.0,2980.0,0.0,0.0,0.0,7180.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001198,"Sullivan, Dan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001199,"Smucker, Lloyd",7900.0,10500.0,0.0,0.0,0.0,18400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001200,"Soto, Darren",4200.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001201,"Suozzi, Thomas R.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001203,"Smith, Tina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001205,"Scanlon, Mary Gay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001207,"Sherrill, Mikie",7900.0,46500.0,0.0,0.0,0.0,54400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001208,"Slotkin, Elissa",0.0,14300.0,0.0,0.0,0.0,14300.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
S001211,"Stanton, Greg",10000.0,18350.0,0.0,0.0,0.0,28350.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001212,"Stauber, Pete",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001213,"Steil, Bryan",10000.0,22400.0,0.0,0.0,0.0,32400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001214,"Steube, W. Gregory",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001215,"Stevens, Haley M.",7100.0,674366.0,3878030.46,341792.98,4219823.4399999995,4901289.4399999995,2000.0,0.0,3520.0,0.0,3520.0,5520.0,1,1
S001216,"Schrier, Kim",7900.0,36154.0,0.0,0.0,0.0,44054.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
S001217,"Scott, Rick",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001218,"Stansbury, Melanie A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001220,"Strong, Dale W.",10000.0,8375.0,0.0,0.0,0.0,18375.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001221,"Scholten, Hillary J.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001223,"Sykes, Emilia Strong",0.0,212.0,0.0,0.0,0.0,212.0,2000.0,0.0,0.0,114000.0,114000.0,116000.0,1,1
S001224,"Self, Keith",5000.0,6200.0,0.0,0.0,0.0,11200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
S001225,"Sorensen, Eric",0.0,250.0,0.0,0.0,0.0,250.0,2000.0,0.0,0.0,75000.0,75000.0,77000.0,1,1
S001226,"Salinas, Andrea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001227,"Schmitt, Eric",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001228,"Schmidt, Derek",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001229,"Shreve, Jefferson",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001230,"Subramanyam, Suhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001231,"Simon, Lateefah",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
S001232,"Sheehy, Tim",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000165,"Tiffany, Thomas P.",10000.0,23950.0,0.0,0.0,0.0,33950.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000193,"Thompson, Bennie G.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000250,"Thune, John",2100.0,120000.0,0.0,0.0,0.0,122100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000278,"Tuberville, Tommy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000460,"Thompson, Mike",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000463,"Turner, Michael R.",7900.0,37200.0,0.0,0.0,0.0,45100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000467,"Thompson, Glenn",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000468,"Titus, Dina",7900.0,42713.0,0.0,0.0,0.0,50613.0,4000.0,0.0,16151.0,16151.0,32302.0,36302.0,1,1
T000469,"Tonko, Paul",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000472,"Takano, Mark",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000474,"Torres, Norma J.",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000476,"Tillis, Thomas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000478,"Tenney, Claudia",10000.0,18750.0,0.0,0.0,0.0,28750.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000480,"Timmons, William R.",10000.0,11250.0,0.0,0.0,0.0,21250.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000481,"Tlaib, Rashida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000482,"Trahan, Lori",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000486,"Torres, Ritchie",10000.0,131008.0,0.0,0.0,0.0,141008.0,2000.0,0.0,3000.0,0.0,3000.0,5000.0,1,1
T000487,"Tokuda, Jill N.",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
T000488,"Thanedar, Shri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000490,"Taylor, David J.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
T000491,"Tran, Derek",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
U000040,"Underwood, Lauren",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
V000081,"Velázquez, Nydia M.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
V000128,"Van Hollen, Chris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
V000129,"Valadao, David G.",7900.0,25150.0,0.0,0.0,0.0,33050.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
V000130,"Vargas, Juan",7900.0,47700.0,0.0,0.0,0.0,55600.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
V000131,"Veasey, Marc A.",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
V000133,"Van Drew, Jefferson",7900.0,5800.0,0.0,0.0,0.0,13700.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
V000134,"Van Duyne, Beth",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
V000135,"Van Orden, Derrick",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
V000136,"Vasquez, Gabe",0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,0,1
V000138,"Vindman, Eugene Simon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000187,"Waters, Maxine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000437,"Wicker, Roger F.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000779,"Wyden, Ron",2100.0,41150.0,0.0,0.0,0.0,43250.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000788,"Williams, Nikema",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000790,"Warnock, Raphael G.",0.0,246.0,0.0,0.0,0.0,246.0,0.0,0.0,193605.0,0.0,193605.0,193605.0,1,1
W000795,"Wilson, Joe",7900.0,41300.0,0.0,0.0,0.0,49200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000797,"Wasserman Schultz, Debbie",10000.0,89610.0,0.0,0.0,0.0,99610.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000798,"Walberg, Tim",10000.0,15000.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000800,"Welch, Peter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000802,"Whitehouse, Sheldon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000804,"Wittman, Robert J.",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000805,"Warner, Mark R.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000806,"Webster, Daniel",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000808,"Wilson, Frederica S.",10000.0,500.0,0.0,0.0,0.0,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000809,"Womack, Steve",7900.0,25000.0,0.0,0.0,0.0,32900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000812,"Wagner, Ann",4200.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000814,"Weber, Randy K. Sr.",5000.0,25000.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000816,"Williams, Roger",7100.0,10375.0,0.0,0.0,0.0,17475.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000817,"Warren, Elizabeth",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000821,"Westerman, Bruce",7900.0,15003.0,0.0,0.0,0.0,22903.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
W000822,"Watson Coleman, Bonnie",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000829,"Wied, Tony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000830,"Whitesides, George",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
W000831,"Walkinshaw, James R.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Y000064,"Young, Todd",2100.0,91550.0,0.0,0.0,0.0,93650.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Y000067,"Yakym, Rudy",10000.0,17650.0,0.0,0.0,0.0,27650.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Z000018,"Zinke, Ryan K.",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
